id_municipio,ano,idhm,idhm_e,idhm_l,idhm_r
4103479,2000,0.58,0.418,0.741,0.629
4103503,2000,0.611,0.499,0.724,0.631
4103602,2000,0.645,0.539,0.755,0.658
4103701,2000,0.661,0.538,0.798,0.673
4103800,2000,0.633,0.499,0.8,0.634
4103909,2000,0.598,0.462,0.748,0.619
4103958,2000,0.491,0.31,0.709,0.539
4104006,2000,0.597,0.415,0.804,0.639
4104055,2000,0.512,0.341,0.718,0.548
4104105,2000,0.55,0.393,0.737,0.574
4104204,2000,0.639,0.483,0.8,0.674
4104253,2000,0.579,0.399,0.753,0.647
4104303,2000,0.675,0.582,0.776,0.682
4104402,2000,0.46,0.26,0.702,0.533
4104428,2000,0.509,0.315,0.685,0.61
4104451,2000,0.516,0.346,0.684,0.582
4104501,2000,0.607,0.467,0.737,0.651
4104600,2000,0.626,0.502,0.737,0.664
4104659,2000,0.647,0.537,0.746,0.677
4104709,2000,0.59,0.423,0.767,0.632
4104808,2000,0.692,0.574,0.803,0.718
4104907,2000,0.613,0.477,0.743,0.651
4105003,2000,0.569,0.424,0.703,0.619
4105102,2000,0.603,0.476,0.762,0.604
4105201,2000,0.45,0.222,0.748,0.55
4105300,2000,0.644,0.53,0.752,0.671
4105409,2000,0.623,0.48,0.782,0.645
4105508,2000,0.639,0.483,0.773,0.698
4105607,2000,0.608,0.486,0.718,0.643
4105706,2000,0.55,0.369,0.725,0.623
4105805,2000,0.63,0.464,0.822,0.657
4105904,2000,0.649,0.522,0.767,0.683
4106001,2000,0.534,0.378,0.707,0.57
4106100,2000,0.588,0.418,0.722,0.675
4106209,2000,0.601,0.447,0.768,0.633
4106308,2000,0.625,0.506,0.739,0.654
4106407,2000,0.689,0.603,0.776,0.7
4106456,2000,0.426,0.215,0.709,0.508
4106506,2000,0.607,0.487,0.739,0.621
4106555,2000,0.507,0.366,0.694,0.512
4106571,2000,0.562,0.42,0.736,0.573
4106605,2000,0.623,0.509,0.732,0.648
4106704,2000,0.582,0.407,0.784,0.618
4106803,2000,0.492,0.28,0.748,0.57
4106852,2000,0.546,0.439,0.684,0.543
4106902,2000,0.75,0.655,0.796,0.809
4107009,2000,0.482,0.271,0.738,0.559
4107108,2000,0.613,0.5,0.73,0.631
4107124,2000,0.488,0.293,0.707,0.562
4107157,2000,0.532,0.361,0.722,0.579
4107207,2000,0.658,0.54,0.787,0.671
4107256,2000,0.591,0.441,0.725,0.645
4107306,2000,0.648,0.555,0.757,0.647
4107405,2000,0.634,0.471,0.794,0.68
4107504,2000,0.65,0.559,0.731,0.672
4107520,2000,0.584,0.457,0.752,0.581
4107538,2000,0.714,0.634,0.794,0.724
4107546,2000,0.529,0.344,0.724,0.595
4107553,2000,0.571,0.432,0.726,0.595
4107603,2000,0.59,0.439,0.718,0.652
4107652,2000,0.594,0.438,0.762,0.627
4107702,2000,0.601,0.483,0.751,0.599
4107736,2000,0.526,0.337,0.748,0.576
4107751,2000,0.555,0.399,0.706,0.606
4107801,2000,0.67,0.562,0.816,0.656
4107850,2000,0.583,0.443,0.763,0.586
4107900,2000,0.657,0.587,0.736,0.655
4108007,2000,0.571,0.424,0.739,0.595
4108106,2000,0.649,0.579,0.743,0.636
4108205,2000,0.603,0.464,0.768,0.615
4108304,2000,0.663,0.507,0.816,0.706
4108320,2000,0.576,0.457,0.722,0.579
4108403,2000,0.683,0.576,0.796,0.696
4108452,2000,0.516,0.323,0.736,0.577
4108502,2000,0.532,0.348,0.713,0.607
4108551,2000,0.515,0.345,0.748,0.528
4108601,2000,0.61,0.455,0.769,0.648
4108650,2000,0.446,0.225,0.726,0.542
4108700,2000,0.528,0.35,0.736,0.571
4108809,2000,0.643,0.521,0.769,0.665
4108908,2000,0.593,0.471,0.741,0.596
4108957,2000,0.511,0.356,0.707,0.529
4109005,2000,0.57,0.405,0.766,0.597
4109104,2000,0.563,0.429,0.706,0.59
4109203,2000,0.603,0.47,0.743,0.628
4109302,2000,0.575,0.39,0.765,0.636
4109401,2000,0.632,0.45,0.816,0.689
4109500,2000,0.43,0.22,0.693,0.522
4109609,2000,0.613,0.442,0.765,0.68
4109658,2000,0.529,0.368,0.738,0.546
4109708,2000,0.548,0.374,0.725,0.608
4109757,2000,0.531,0.357,0.717,0.585
4109807,2000,0.64,0.522,0.737,0.68
4109906,2000,0.61,0.478,0.753,0.63
4110003,2000,0.659,0.579,0.765,0.645
4110052,2000,0.559,0.414,0.753,0.56
4110078,2000,0.521,0.355,0.694,0.574
4110102,2000,0.54,0.339,0.753,0.617
4110201,2000,0.491,0.304,0.669,0.582
4110300,2000,0.554,0.379,0.751,0.596
4110409,2000,0.629,0.536,0.752,0.617
4110508,2000,0.519,0.311,0.748,0.601
4110607,2000,0.601,0.47,0.758,0.61
4110656,2000,0.584,0.464,0.767,0.559
4110706,2000,0.617,0.494,0.748,0.636
4110805,2000,0.543,0.38,0.707,0.595
4110904,2000,0.596,0.454,0.712,0.654
4110953,2000,0.633,0.505,0.765,0.656
4111001,2000,0.6,0.52,0.706,0.589
4111100,2000,0.658,0.539,0.803,0.657
4111209,2000,0.608,0.472,0.748,0.636
4111258,2000,0.474,0.275,0.685,0.565
4111308,2000,0.567,0.44,0.732,0.566
4111407,2000,0.536,0.389,0.689,0.574
4111506,2000,0.623,0.485,0.774,0.644
4111555,2000,0.574,0.45,0.718,0.586
4111605,2000,0.7,0.655,0.765,0.685
4111704,2000,0.587,0.432,0.766,0.611
4111803,2000,0.644,0.512,0.759,0.686
4111902,2000,0.632,0.511,0.775,0.638
4112009,2000,0.617,0.456,0.804,0.64
4112108,2000,0.66,0.558,0.753,0.683
4112207,2000,0.578,0.444,0.761,0.571
4112306,2000,0.579,0.411,0.761,0.619
4112405,2000,0.627,0.511,0.748,0.644
4112504,2000,0.563,0.404,0.736,0.6
4112603,2000,0.576,0.434,0.75,0.588
4112702,2000,0.611,0.483,0.767,0.616
4112751,2000,0.626,0.477,0.797,0.646
4112801,2000,0.62,0.495,0.766,0.63
4112900,2000,0.597,0.444,0.712,0.672
4112959,2000,0.594,0.45,0.753,0.618
4113007,2000,0.637,0.53,0.783,0.622
4113106,2000,0.629,0.525,0.794,0.597
4113205,2000,0.614,0.459,0.769,0.655
4113254,2000,0.419,0.204,0.693,0.522
4113304,2000,0.598,0.449,0.737,0.647
4113403,2000,0.632,0.547,0.744,0.62
4113429,2000,0.582,0.437,0.767,0.588
4113452,2000,0.56,0.429,0.723,0.567
4113502,2000,0.631,0.503,0.773,0.645
4113601,2000,0.69,0.632,0.768,0.676
4113700,2000,0.716,0.612,0.796,0.753
4113734,2000,0.53,0.37,0.694,0.581
4113759,2000,0.565,0.411,0.761,0.578
4113809,2000,0.615,0.448,0.803,0.646
4113908,2000,0.575,0.406,0.742,0.63
4114005,2000,0.604,0.499,0.725,0.608
4114104,2000,0.632,0.52,0.743,0.653
4114203,2000,0.665,0.563,0.799,0.655
4114302,2000,0.568,0.368,0.765,0.65
4114351,2000,0.506,0.317,0.755,0.54
4114401,2000,0.575,0.401,0.753,0.63
4114500,2000,0.585,0.457,0.736,0.595
4114609,2000,0.705,0.612,0.804,0.711
4114708,2000,0.58,0.461,0.761,0.557
4114807,2000,0.647,0.525,0.745,0.694
4114906,2000,0.59,0.431,0.76,0.628
4115002,2000,0.575,0.403,0.783,0.603
4115101,2000,0.528,0.36,0.698,0.586
4115200,2000,0.74,0.663,0.803,0.762
4115309,2000,0.646,0.529,0.768,0.664
4115358,2000,0.704,0.614,0.822,0.69
4115408,2000,0.594,0.453,0.741,0.624
4115457,2000,0.433,0.211,0.724,0.53
4115507,2000,0.604,0.494,0.732,0.61
4115606,2000,0.646,0.551,0.748,0.654
4115705,2000,0.635,0.469,0.796,0.685
4115739,2000,0.483,0.294,0.731,0.523
4115754,2000,0.526,0.324,0.738,0.609
4115804,2000,0.665,0.538,0.804,0.679
4115853,2000,0.654,0.516,0.789,0.686
4115903,2000,0.567,0.403,0.77,0.588
4116000,2000,0.659,0.548,0.816,0.641
4116059,2000,0.658,0.55,0.786,0.658
4116109,2000,0.567,0.426,0.706,0.606
4116208,2000,0.573,0.381,0.765,0.644
4116307,2000,0.646,0.527,0.794,0.645
4116406,2000,0.612,0.515,0.766,0.581
4116505,2000,0.656,0.618,0.74,0.616
4116604,2000,0.563,0.428,0.706,0.592
4116703,2000,0.649,0.55,0.743,0.669
4116802,2000,0.528,0.355,0.698,0.595
4116901,2000,0.631,0.491,0.769,0.664
4116950,2000,0.576,0.432,0.718,0.617
4117008,2000,0.626,0.489,0.765,0.656
4117057,2000,0.528,0.336,0.748,0.587
4117107,2000,0.681,0.585,0.803,0.672
4117206,2000,0.611,0.489,0.754,0.62
4117214,2000,0.608,0.501,0.738,0.607
4117222,2000,0.669,0.581,0.782,0.66
4117255,2000,0.591,0.436,0.763,0.621
4117271,2000,0.535,0.381,0.728,0.553
4117297,2000,0.596,0.522,0.738,0.549
4117305,2000,0.472,0.259,0.748,0.542
4117404,2000,0.617,0.498,0.739,0.637
4117453,2000,0.609,0.505,0.762,0.586
4117503,2000,0.597,0.467,0.745,0.613
4117602,2000,0.568,0.376,0.736,0.661
4117701,2000,0.629,0.499,0.736,0.678
4117800,2000,0.509,0.324,0.709,0.574
4117909,2000,0.704,0.593,0.818,0.72
4118006,2000,0.634,0.508,0.757,0.663
4118105,2000,0.629,0.507,0.765,0.643
4118204,2000,0.645,0.481,0.803,0.695
4118303,2000,0.612,0.519,0.767,0.575
4118402,2000,0.692,0.59,0.803,0.698
4118451,2000,0.663,0.554,0.768,0.685
4118501,2000,0.717,0.631,0.803,0.727
4118600,2000,0.592,0.435,0.786,0.608
4118709,2000,0.545,0.382,0.702,0.605
4118808,2000,0.616,0.504,0.741,0.626
4118857,2000,0.584,0.448,0.746,0.595
4118907,2000,0.617,0.479,0.754,0.649
4119004,2000,0.603,0.479,0.77,0.593
4119103,2000,0.578,0.409,0.731,0.646
4119152,2000,0.657,0.53,0.773,0.691
4119202,2000,0.578,0.425,0.737,0.617
4119251,2000,0.524,0.34,0.755,0.559
4119301,2000,0.526,0.348,0.712,0.587
4119400,2000,0.592,0.444,0.738,0.633
4119509,2000,0.581,0.374,0.822,0.639
4119608,2000,0.575,0.414,0.751,0.612
4119657,2000,0.608,0.464,0.788,0.616
4119707,2000,0.601,0.474,0.753,0.608
4119806,2000,0.586,0.45,0.733,0.611
4119905,2000,0.676,0.548,0.803,0.701
4119954,2000,0.622,0.447,0.794,0.678
4120002,2000,0.647,0.519,0.766,0.681
4120101,2000,0.609,0.469,0.763,0.63
4120150,2000,0.544,0.356,0.753,0.602
4120200,2000,0.618,0.516,0.751,0.61
4120309,2000,0.558,0.409,0.706,0.603
4120333,2000,0.619,0.47,0.816,0.618
4120358,2000,0.638,0.505,0.761,0.675
4120408,2000,0.631,0.504,0.803,0.62
4120507,2000,0.633,0.533,0.753,0.631
4120606,2000,0.544,0.361,0.776,0.574
4120655,2000,0.561,0.402,0.761,0.578
4120705,2000,0.622,0.49,0.766,0.641
4120804,2000,0.654,0.501,0.794,0.702
4120853,2000,0.718,0.694,0.773,0.689
4120903,2000,0.593,0.438,0.737,0.645
4121000,2000,0.557,0.413,0.704,0.595
4121109,2000,0.596,0.456,0.767,0.605
4121208,2000,0.563,0.421,0.712,0.595
4121257,2000,0.517,0.344,0.737,0.545
4121307,2000,0.605,0.492,0.737,0.611
4121356,2000,0.584,0.392,0.767,0.661
4121406,2000,0.639,0.512,0.774,0.658
4121505,2000,0.559,0.413,0.738,0.573
4121604,2000,0.591,0.458,0.741,0.607
4121703,2000,0.485,0.286,0.694,0.576
4121752,2000,0.554,0.365,0.738,0.631
4121802,2000,0.602,0.468,0.744,0.626
4121901,2000,0.6,0.462,0.753,0.621
4122008,2000,0.538,0.357,0.751,0.582
4122107,2000,0.594,0.464,0.786,0.576
4122156,2000,0.466,0.263,0.698,0.551
4122172,2000,0.473,0.279,0.702,0.541
4122206,2000,0.554,0.366,0.767,0.607
4122305,2000,0.678,0.577,0.804,0.673
4122404,2000,0.659,0.562,0.723,0.705
4122503,2000,0.547,0.397,0.715,0.577
4122602,2000,0.61,0.479,0.741,0.64
4122651,2000,0.521,0.366,0.694,0.556
4122701,2000,0.635,0.534,0.753,0.638
4122800,2000,0.561,0.413,0.763,0.561
4122909,2000,0.573,0.417,0.767,0.588
4123006,2000,0.599,0.446,0.794,0.608
4123105,2000,0.571,0.433,0.707,0.607
4123204,2000,0.585,0.465,0.753,0.572
4123303,2000,0.608,0.473,0.767,0.619
4123402,2000,0.631,0.515,0.744,0.657
4123501,2000,0.678,0.591,0.789,0.669
4123600,2000,0.617,0.511,0.753,0.61
4123709,2000,0.647,0.558,0.769,0.63
4123808,2000,0.587,0.417,0.769,0.632
4123824,2000,0.574,0.433,0.706,0.619
4123857,2000,0.475,0.298,0.702,0.512
4123907,2000,0.601,0.458,0.753,0.629
4123956,2000,0.568,0.453,0.733,0.552
4124004,2000,0.57,0.406,0.763,0.598
4124020,2000,0.601,0.496,0.722,0.606
4124053,2000,0.638,0.512,0.751,0.676
4124103,2000,0.599,0.452,0.725,0.657
4124202,2000,0.585,0.461,0.74,0.586
4124301,2000,0.585,0.463,0.721,0.601
4124400,2000,0.576,0.432,0.738,0.598
4124509,2000,0.628,0.499,0.776,0.64
4124608,2000,0.575,0.409,0.743,0.625
4124707,2000,0.532,0.353,0.738,0.578
4124806,2000,0.642,0.529,0.763,0.655
4124905,2000,0.585,0.464,0.726,0.595
4125001,2000,0.584,0.45,0.738,0.599
4125100,2000,0.503,0.313,0.731,0.557
4125209,2000,0.609,0.497,0.713,0.637
4125308,2000,0.669,0.574,0.768,0.678
4125357,2000,0.577,0.441,0.743,0.587
4125407,2000,0.539,0.376,0.723,0.575
4125456,2000,0.582,0.442,0.767,0.583
4125506,2000,0.646,0.485,0.797,0.699
4125555,2000,0.631,0.556,0.75,0.602
4125605,2000,0.599,0.436,0.743,0.664
4125704,2000,0.621,0.473,0.725,0.699
4125753,2000,0.581,0.446,0.769,0.573
4125803,2000,0.634,0.53,0.744,0.647
4125902,2000,0.597,0.458,0.769,0.605
4126009,2000,0.597,0.464,0.753,0.608
4126108,2000,0.598,0.473,0.731,0.617
4126207,2000,0.504,0.322,0.722,0.552
4126256,2000,0.605,0.448,0.799,0.619
4126272,2000,0.577,0.37,0.739,0.701
4126306,2000,0.559,0.351,0.737,0.675
4126355,2000,0.683,0.577,0.816,0.677
4126405,2000,0.668,0.581,0.774,0.664
4126504,2000,0.672,0.563,0.763,0.706
4126603,2000,0.605,0.457,0.766,0.632
4126652,2000,0.614,0.463,0.803,0.623
4126678,2000,0.504,0.291,0.738,0.597
4126702,2000,0.637,0.512,0.816,0.62
4126801,2000,0.584,0.435,0.731,0.626
4126900,2000,0.607,0.498,0.748,0.6
4127007,2000,0.575,0.432,0.718,0.614
4127106,2000,0.644,0.543,0.726,0.678
4127205,2000,0.624,0.52,0.753,0.622
4127304,2000,0.599,0.454,0.736,0.643
4127403,2000,0.622,0.484,0.789,0.63
4127502,2000,0.522,0.32,0.762,0.584
4127601,2000,0.502,0.3,0.703,0.599
4127700,2000,0.694,0.6,0.798,0.697
4127809,2000,0.577,0.409,0.767,0.612
4127858,2000,0.568,0.389,0.766,0.614
4127882,2000,0.442,0.189,0.755,0.605
4127908,2000,0.565,0.437,0.706,0.585
4127957,2000,0.667,0.576,0.762,0.676
4127965,2000,0.491,0.293,0.739,0.547
4128005,2000,0.62,0.482,0.8,0.618
4128104,2000,0.68,0.562,0.803,0.698
4128203,2000,0.663,0.562,0.758,0.684
4128302,2000,0.586,0.437,0.757,0.609
4128401,2000,0.638,0.531,0.762,0.642
4128500,2000,0.586,0.443,0.702,0.647
4128534,2000,0.541,0.369,0.712,0.602
4128559,2000,0.593,0.466,0.714,0.627
4128609,2000,0.642,0.515,0.803,0.639
4128625,2000,0.53,0.35,0.748,0.57
4128633,2000,0.377,0.16,0.702,0.478
4128658,2000,0.572,0.401,0.767,0.608
4128708,2000,0.592,0.432,0.744,0.647
4128807,2000,0.606,0.462,0.794,0.608
4200051,2000,0.576,0.437,0.75,0.583
4200101,2000,0.579,0.371,0.791,0.661
4200200,2000,0.593,0.433,0.76,0.633
4200309,2000,0.602,0.405,0.805,0.668
4200408,2000,0.627,0.45,0.794,0.689
4200507,2000,0.582,0.375,0.782,0.672
4200556,2000,0.6,0.423,0.769,0.663
4200606,2000,0.57,0.368,0.809,0.622
4200705,2000,0.548,0.292,0.84,0.671
4200754,2000,0.619,0.48,0.789,0.625
4200804,2000,0.563,0.4,0.779,0.573
4200903,2000,0.552,0.36,0.779,0.599
4201000,2000,0.544,0.374,0.733,0.586
4201109,2000,0.552,0.329,0.783,0.654
4201208,2000,0.661,0.487,0.858,0.692
4201257,2000,0.578,0.393,0.747,0.657
4201273,2000,0.623,0.444,0.777,0.701
4201307,2000,0.578,0.393,0.774,0.634
4201406,2000,0.666,0.533,0.808,0.687
4201505,2000,0.666,0.539,0.808,0.679
4201604,2000,0.67,0.535,0.851,0.662
4201653,2000,0.569,0.359,0.819,0.626
4201703,2000,0.603,0.417,0.777,0.676
4201802,2000,0.599,0.418,0.759,0.677
4201901,2000,0.601,0.39,0.824,0.676
4201950,2000,0.654,0.509,0.826,0.665
4202008,2000,0.777,0.668,0.829,0.848
4202057,2000,0.639,0.481,0.821,0.66
4202073,2000,0.625,0.48,0.792,0.641
4202081,2000,0.548,0.362,0.74,0.613
4202099,2000,0.543,0.376,0.74,0.576
4202107,2000,0.627,0.444,0.813,0.683
4202131,2000,0.491,0.299,0.733,0.541
4202156,2000,0.559,0.395,0.761,0.582
4202206,2000,0.617,0.439,0.812,0.659
4202305,2000,0.636,0.464,0.794,0.697
4202404,2000,0.727,0.611,0.826,0.761
4202438,2000,0.505,0.312,0.733,0.563
4202453,2000,0.661,0.519,0.798,0.698
4202503,2000,0.553,0.324,0.814,0.642
4202537,2000,0.549,0.368,0.762,0.59
4202578,2000,0.569,0.394,0.819,0.571
4202602,2000,0.56,0.357,0.777,0.633
4202701,2000,0.598,0.383,0.818,0.684
4202800,2000,0.687,0.528,0.816,0.751
4202859,2000,0.625,0.452,0.827,0.652
4202875,2000,0.481,0.249,0.778,0.574
4202909,2000,0.72,0.588,0.854,0.744
4203006,2000,0.601,0.398,0.806,0.678
4203105,2000,0.631,0.45,0.814,0.685
4203154,2000,0.427,0.217,0.7,0.514
4203204,2000,0.592,0.404,0.783,0.656
4203253,2000,0.506,0.304,0.705,0.606
4203303,2000,0.582,0.394,0.779,0.642
4203402,2000,0.488,0.273,0.733,0.58
4203501,2000,0.56,0.387,0.758,0.6
4203600,2000,0.617,0.435,0.809,0.666
4203709,2000,0.618,0.46,0.769,0.666
4203808,2000,0.64,0.504,0.781,0.665
4203907,2000,0.628,0.444,0.828,0.673
4203956,2000,0.672,0.57,0.817,0.651
4204004,2000,0.622,0.47,0.753,0.681
4204103,2000,0.623,0.427,0.788,0.718
4204152,2000,0.562,0.424,0.75,0.557
4204178,2000,0.475,0.278,0.732,0.528
4204194,2000,0.49,0.263,0.76,0.587
4204202,2000,0.682,0.551,0.807,0.713
4204251,2000,0.695,0.6,0.822,0.682
4204301,2000,0.71,0.587,0.837,0.729
4204350,2000,0.651,0.518,0.766,0.696
4204400,2000,0.606,0.439,0.772,0.657
4204459,2000,0.588,0.435,0.776,0.602
4204509,2000,0.652,0.489,0.829,0.685
4204558,2000,0.587,0.425,0.753,0.632
4204608,2000,0.703,0.586,0.8,0.741
4204707,2000,0.635,0.48,0.782,0.683
4204756,2000,0.651,0.464,0.871,0.684
4204806,2000,0.621,0.455,0.792,0.664
4204905,2000,0.609,0.462,0.767,0.638
4205001,2000,0.59,0.43,0.767,0.623
4205100,2000,0.639,0.469,0.815,0.682
4205159,2000,0.608,0.445,0.747,0.675
4205175,2000,0.487,0.331,0.713,0.49
4205191,2000,0.599,0.446,0.77,0.626
4205209,2000,0.634,0.504,0.772,0.656
4205308,2000,0.656,0.518,0.773,0.704
4205357,2000,0.588,0.428,0.735,0.647
4205407,2000,0.766,0.66,0.823,0.828
4205431,2000,0.6,0.412,0.772,0.678
4205456,2000,0.641,0.476,0.796,0.696
4205506,2000,0.628,0.479,0.775,0.667
4205555,2000,0.533,0.352,0.723,0.594
4205605,2000,0.626,0.465,0.792,0.666
4205704,2000,0.635,0.476,0.821,0.654
4205803,2000,0.555,0.327,0.801,0.652
4205902,2000,0.67,0.513,0.813,0.722
4206009,2000,0.635,0.475,0.823,0.654
4206108,2000,0.634,0.43,0.808,0.735
4206207,2000,0.629,0.469,0.812,0.654
4206306,2000,0.677,0.515,0.849,0.709
4206405,2000,0.622,0.475,0.799,0.633
4206504,2000,0.685,0.569,0.822,0.687
4206603,2000,0.65,0.474,0.821,0.706
4206652,2000,0.576,0.426,0.788,0.568
4206702,2000,0.654,0.508,0.829,0.664
4206751,2000,0.587,0.376,0.806,0.667
4206801,2000,0.618,0.438,0.805,0.668
4206900,2000,0.655,0.5,0.808,0.695
4207007,2000,0.616,0.458,0.785,0.65
4207106,2000,0.637,0.474,0.826,0.661
4207205,2000,0.557,0.363,0.769,0.62
4207304,2000,0.658,0.53,0.81,0.665
4207403,2000,0.551,0.342,0.75,0.653
4207502,2000,0.678,0.525,0.831,0.713
4207577,2000,0.708,0.595,0.823,0.724
4207601,2000,0.64,0.526,0.764,0.651
4207650,2000,0.603,0.465,0.767,0.616
4207684,2000,0.514,0.332,0.706,0.578
4207700,2000,0.617,0.436,0.803,0.671
4207759,2000,0.606,0.453,0.785,0.627
4207809,2000,0.605,0.401,0.802,0.689
4207858,2000,0.547,0.362,0.769,0.587
4207908,2000,0.533,0.306,0.781,0.635
4208005,2000,0.66,0.505,0.825,0.69
4208104,2000,0.562,0.397,0.764,0.586
4208203,2000,0.688,0.565,0.787,0.733
4208302,2000,0.705,0.555,0.819,0.771
4208401,2000,0.67,0.533,0.828,0.682
4208450,2000,0.634,0.46,0.797,0.695
4208500,2000,0.633,0.454,0.821,0.681
4208609,2000,0.609,0.45,0.769,0.653
4208708,2000,0.569,0.388,0.776,0.611
4208807,2000,0.616,0.447,0.776,0.673
4208906,2000,0.74,0.652,0.836,0.743
4208955,2000,0.591,0.501,0.746,0.551
4209003,2000,0.741,0.651,0.825,0.757
4209102,2000,0.711,0.56,0.869,0.739
4209151,2000,0.564,0.37,0.757,0.642
4209177,2000,0.582,0.417,0.776,0.609
4209201,2000,0.7,0.535,0.842,0.76
4209300,2000,0.674,0.534,0.806,0.71
4209409,2000,0.646,0.496,0.821,0.663
4209458,2000,0.667,0.525,0.838,0.674
4209508,2000,0.659,0.506,0.79,0.717
4209607,2000,0.64,0.511,0.793,0.647
4209706,2000,0.497,0.276,0.762,0.585
4209805,2000,0.536,0.321,0.777,0.618
4209854,2000,0.659,0.51,0.769,0.729
4209904,2000,0.614,0.449,0.787,0.656
4210001,2000,0.635,0.459,0.795,0.702
4210035,2000,0.697,0.557,0.852,0.713
4210050,2000,0.541,0.304,0.762,0.682
4210100,2000,0.652,0.523,0.803,0.66
4210209,2000,0.591,0.406,0.805,0.632
4210308,2000,0.582,0.41,0.76,0.633
4210407,2000,0.627,0.413,0.807,0.741
4210506,2000,0.685,0.57,0.819,0.689
4210555,2000,0.634,0.438,0.849,0.686
4210605,2000,0.703,0.576,0.853,0.707
4210704,2000,0.512,0.288,0.777,0.601
4210803,2000,0.641,0.454,0.785,0.739
4210852,2000,0.612,0.478,0.787,0.61
4210902,2000,0.63,0.475,0.815,0.647
4211009,2000,0.607,0.442,0.78,0.649
4211058,2000,0.53,0.344,0.75,0.577
4211108,2000,0.571,0.401,0.764,0.607
4211207,2000,0.617,0.426,0.808,0.681
4211256,2000,0.572,0.401,0.785,0.596
4211306,2000,0.606,0.434,0.783,0.656
4211405,2000,0.659,0.495,0.828,0.698
4211454,2000,0.589,0.398,0.788,0.651
4211504,2000,0.646,0.486,0.817,0.68
4211603,2000,0.659,0.509,0.8,0.704
4211652,2000,0.56,0.362,0.758,0.64
4211702,2000,0.639,0.481,0.796,0.683
4211751,2000,0.635,0.511,0.751,0.668
4211801,2000,0.655,0.481,0.818,0.715
4211850,2000,0.636,0.494,0.775,0.673
4211876,2000,0.548,0.352,0.777,0.602
4211892,2000,0.528,0.314,0.732,0.64
4211900,2000,0.656,0.478,0.852,0.693
4212007,2000,0.571,0.394,0.765,0.619
4212056,2000,0.544,0.333,0.73,0.661
4212106,2000,0.619,0.433,0.79,0.695
4212205,2000,0.564,0.386,0.78,0.595
4212239,2000,0.547,0.334,0.808,0.608
4212254,2000,0.602,0.431,0.807,0.627
4212270,2000,0.543,0.355,0.756,0.597
4212304,2000,0.598,0.418,0.814,0.627
4212403,2000,0.609,0.428,0.824,0.642
4212502,2000,0.631,0.459,0.817,0.671
4212601,2000,0.655,0.51,0.831,0.663
4212700,2000,0.586,0.396,0.78,0.652
4212809,2000,0.642,0.47,0.802,0.702
4212908,2000,0.663,0.515,0.839,0.673
4213005,2000,0.644,0.545,0.769,0.636
4213104,2000,0.6,0.414,0.787,0.664
4213153,2000,0.664,0.529,0.819,0.676
4213203,2000,0.708,0.581,0.834,0.733
4213302,2000,0.52,0.316,0.743,0.599
4213351,2000,0.576,0.402,0.75,0.634
4213401,2000,0.566,0.39,0.73,0.636
4213500,2000,0.653,0.495,0.802,0.702
4213609,2000,0.666,0.539,0.796,0.689
4213708,2000,0.589,0.384,0.814,0.653
4213807,2000,0.598,0.436,0.766,0.64
4213906,2000,0.628,0.433,0.829,0.691
4214003,2000,0.672,0.53,0.828,0.693
4214102,2000,0.55,0.322,0.852,0.608
4214151,2000,0.535,0.329,0.782,0.596
4214201,2000,0.614,0.453,0.761,0.67
4214300,2000,0.604,0.416,0.828,0.639
4214409,2000,0.587,0.399,0.785,0.645
4214508,2000,0.581,0.402,0.757,0.644
4214607,2000,0.637,0.465,0.821,0.676
4214706,2000,0.626,0.445,0.814,0.676
4214805,2000,0.698,0.583,0.795,0.733
4214904,2000,0.652,0.503,0.823,0.668
4215000,2000,0.616,0.459,0.777,0.657
4215059,2000,0.544,0.347,0.75,0.619
4215075,2000,0.606,0.432,0.79,0.652
4215109,2000,0.675,0.543,0.818,0.692
4215208,2000,0.534,0.358,0.742,0.574
4215307,2000,0.643,0.527,0.776,0.65
4215356,2000,0.535,0.349,0.735,0.596
4215406,2000,0.666,0.508,0.82,0.708
4215455,2000,0.567,0.34,0.769,0.699
4215505,2000,0.552,0.369,0.743,0.614
4215554,2000,0.608,0.448,0.821,0.611
4215604,2000,0.587,0.417,0.744,0.652
4215653,2000,0.6,0.457,0.756,0.626
4215679,2000,0.534,0.337,0.764,0.593
4215687,2000,0.551,0.363,0.758,0.607
4215695,2000,0.584,0.463,0.758,0.568
4215703,2000,0.678,0.547,0.83,0.687
4215752,2000,0.522,0.319,0.747,0.598
4215802,2000,0.679,0.529,0.843,0.703
4215901,2000,0.588,0.413,0.808,0.609
4216008,2000,0.671,0.494,0.815,0.749
4216057,2000,0.518,0.311,0.778,0.575
4216107,2000,0.661,0.524,0.789,0.7
4216206,2000,0.658,0.496,0.808,0.71
4216255,2000,0.643,0.541,0.809,0.607
4216305,2000,0.663,0.523,0.808,0.69
4216354,2000,0.607,0.411,0.819,0.666
4216404,2000,0.574,0.391,0.776,0.622
4216503,2000,0.589,0.411,0.768,0.649
4216602,2000,0.718,0.593,0.835,0.748
4216701,2000,0.627,0.456,0.818,0.661
4216800,2000,0.502,0.296,0.732,0.584
4216909,2000,0.655,0.52,0.795,0.68
4217006,2000,0.664,0.519,0.792,0.713
4217105,2000,0.635,0.459,0.744,0.751
4217154,2000,0.548,0.388,0.735,0.576
4217204,2000,0.705,0.593,0.851,0.695
4217253,2000,0.636,0.489,0.805,0.652
