id_municipio,ano,idhm,idhm_e,idhm_l,idhm_r
2109205,1991,0.307,0.155,0.48,0.389
2109239,1991,0.28,0.117,0.511,0.368
2109270,1991,0.217,0.052,0.536,0.368
2109304,1991,0.254,0.094,0.524,0.332
2109403,1991,0.268,0.098,0.518,0.38
2109452,1991,0.362,0.19,0.553,0.452
2109502,1991,0.231,0.066,0.509,0.369
2109551,1991,0.131,0.01,0.54,0.416
2109601,1991,0.377,0.227,0.552,0.429
2109700,1991,0.292,0.101,0.587,0.419
2109759,1991,0.16,0.024,0.474,0.357
2109809,1991,0.291,0.11,0.536,0.417
2109908,1991,0.408,0.224,0.61,0.497
2110005,1991,0.261,0.076,0.57,0.409
2110039,1991,0.288,0.101,0.579,0.409
2110104,1991,0.283,0.107,0.533,0.398
2110203,1991,0.312,0.158,0.513,0.374
2110237,1991,0.192,0.04,0.509,0.349
2110278,1991,0.216,0.056,0.489,0.366
2110302,1991,0.265,0.082,0.518,0.439
2110401,1991,0.272,0.114,0.571,0.309
2110500,1991,0.34,0.165,0.554,0.431
2110609,1991,0.222,0.057,0.499,0.385
2110658,1991,0.289,0.109,0.557,0.398
2110708,1991,0.283,0.112,0.487,0.417
2110807,1991,0.257,0.092,0.557,0.333
2110856,1991,0.256,0.058,0.587,0.494
2110906,1991,0.27,0.088,0.555,0.403
2111003,1991,0.294,0.131,0.536,0.363
2111029,1991,0.156,0.019,0.553,0.362
2111052,1991,0.23,0.052,0.616,0.382
2111078,1991,0.205,0.049,0.484,0.361
2111102,1991,0.347,0.176,0.528,0.448
2111201,1991,0.431,0.295,0.553,0.492
2111250,1991,0.208,0.061,0.451,0.326
2111300,1991,0.562,0.43,0.67,0.617
2111409,1991,0.25,0.067,0.535,0.436
2111508,1991,0.285,0.11,0.511,0.414
2111532,1991,0.249,0.066,0.487,0.481
2111573,1991,0.226,0.046,0.616,0.41
2111607,1991,0.31,0.123,0.557,0.434
2111631,1991,0.212,0.042,0.537,0.424
2111672,1991,0.198,0.043,0.488,0.37
2111706,1991,0.279,0.118,0.501,0.367
2111722,1991,0.191,0.035,0.519,0.384
2111748,1991,0.238,0.074,0.487,0.375
2111763,1991,0.219,0.05,0.54,0.39
2111789,1991,0.209,0.045,0.55,0.367
2111805,1991,0.286,0.103,0.607,0.375
2111904,1991,0.259,0.098,0.529,0.337
2111953,1991,0.249,0.076,0.567,0.358
2112001,1991,0.261,0.111,0.509,0.316
2112100,1991,0.241,0.07,0.542,0.368
2112209,1991,0.362,0.17,0.593,0.47
2112233,1991,0.328,0.145,0.535,0.455
2112274,1991,0.214,0.05,0.494,0.399
2112308,1991,0.254,0.084,0.488,0.402
2112407,1991,0.24,0.063,0.534,0.411
2112456,1991,0.221,0.05,0.534,0.407
2112506,1991,0.236,0.073,0.466,0.384
2112605,1991,0.299,0.129,0.528,0.394
2112704,1991,0.276,0.108,0.541,0.36
2112803,1991,0.336,0.166,0.587,0.39
2112852,1991,0.245,0.075,0.549,0.358
2112902,1991,0.322,0.142,0.587,0.399
2113009,1991,0.292,0.108,0.511,0.453
2114007,1991,0.322,0.135,0.566,0.436
2200053,1991,0.143,0.018,0.474,0.344
2200103,1991,0.379,0.248,0.604,0.363
2200202,1991,0.42,0.279,0.571,0.465
2200251,1991,0.226,0.049,0.56,0.42
2200277,1991,0.265,0.085,0.518,0.424
2200301,1991,0.258,0.075,0.608,0.378
2200400,1991,0.316,0.119,0.611,0.434
2200459,1991,0.273,0.116,0.51,0.344
2200509,1991,0.364,0.177,0.629,0.433
2200608,1991,0.41,0.258,0.594,0.451
2200707,1991,0.289,0.104,0.616,0.376
2200806,1991,0.32,0.175,0.565,0.332
2200905,1991,0.281,0.098,0.564,0.4
2200954,1991,0.157,0.026,0.509,0.294
2201002,1991,0.26,0.079,0.59,0.376
2201051,1991,0.17,0.027,0.548,0.33
2201101,1991,0.256,0.076,0.548,0.401
2201150,1991,0.202,0.041,0.531,0.377
2201176,1991,0.185,0.036,0.57,0.31
2201200,1991,0.27,0.087,0.591,0.381
2201309,1991,0.358,0.171,0.63,0.427
2201408,1991,0.374,0.185,0.595,0.477
2201507,1991,0.279,0.111,0.536,0.366
2201556,1991,0.146,0.022,0.521,0.271
2201572,1991,0.179,0.033,0.536,0.323
2201606,1991,0.293,0.113,0.608,0.367
2201705,1991,0.343,0.17,0.609,0.39
2201739,1991,0.16,0.025,0.474,0.346
2201770,1991,0.197,0.035,0.51,0.428
2201804,1991,0.34,0.162,0.595,0.409
2201903,1991,0.376,0.163,0.63,0.519
2201919,1991,0.2,0.043,0.493,0.38
2201929,1991,0.21,0.04,0.616,0.377
2201945,1991,0.2,0.034,0.608,0.388
2201960,1991,0.27,0.089,0.591,0.374
2201988,1991,0.154,0.027,0.486,0.278
2202000,1991,0.227,0.062,0.475,0.398
2202026,1991,0.194,0.041,0.551,0.321
2202059,1991,0.21,0.058,0.496,0.324
2202075,1991,0.194,0.042,0.523,0.331
2202083,1991,0.167,0.026,0.528,0.341
2202091,1991,0.177,0.028,0.496,0.399
2202109,1991,0.274,0.099,0.519,0.4
2202117,1991,0.14,0.016,0.509,0.337
2202133,1991,0.191,0.03,0.561,0.414
2202174,1991,0.16,0.029,0.487,0.292
2202208,1991,0.397,0.2,0.615,0.51
2202251,1991,0.267,0.082,0.62,0.376
2202307,1991,0.314,0.123,0.558,0.452
2202406,1991,0.294,0.1,0.62,0.41
2202455,1991,0.121,0.01,0.563,0.317
2202505,1991,0.257,0.071,0.603,0.397
2202539,1991,0.12,0.01,0.528,0.328
2202554,1991,0.152,0.02,0.546,0.324
2202604,1991,0.288,0.09,0.59,0.449
2202653,1991,0.142,0.016,0.528,0.341
2202703,1991,0.219,0.05,0.56,0.374
2202711,1991,0.252,0.068,0.577,0.406
2202729,1991,0.154,0.021,0.545,0.318
2202737,1991,0.23,0.051,0.608,0.392
2202752,1991,0.337,0.152,0.624,0.404
2202778,1991,0.233,0.06,0.585,0.359
2202802,1991,0.282,0.118,0.496,0.384
2202851,1991,0.216,0.047,0.56,0.382
2202901,1991,0.386,0.187,0.643,0.48
2203008,1991,0.288,0.117,0.548,0.373
2203107,1991,0.344,0.159,0.624,0.411
2203206,1991,0.329,0.13,0.624,0.437
2203230,1991,0.226,0.078,0.51,0.29
2203255,1991,0.233,0.072,0.594,0.296
2203271,1991,0.227,0.076,0.474,0.325
2203305,1991,0.355,0.159,0.608,0.462
2203354,1991,0.291,0.098,0.624,0.403
2203404,1991,0.377,0.188,0.606,0.47
2203420,1991,0.206,0.057,0.495,0.308
2203453,1991,0.188,0.032,0.584,0.356
2203503,1991,0.308,0.124,0.57,0.413
2203602,1991,0.343,0.165,0.626,0.391
2203701,1991,0.311,0.131,0.536,0.428
2203750,1991,0.21,0.045,0.558,0.368
2203800,1991,0.296,0.104,0.63,0.396
2203859,1991,0.166,0.029,0.474,0.331
2203909,1991,0.436,0.251,0.599,0.551
2204006,1991,0.292,0.125,0.548,0.363
2204105,1991,0.292,0.131,0.6,0.317
2204154,1991,0.217,0.06,0.531,0.322
2204204,1991,0.349,0.15,0.606,0.466
2204303,1991,0.316,0.125,0.561,0.452
2204352,1991,0.163,0.024,0.493,0.369
2204402,1991,0.313,0.123,0.574,0.435
2204501,1991,0.401,0.201,0.626,0.511
2204550,1991,0.141,0.017,0.493,0.331
2204600,1991,0.347,0.202,0.57,0.363
2204659,1991,0.241,0.082,0.436,0.39
2204709,1991,0.336,0.129,0.591,0.498
2204808,1991,0.341,0.173,0.547,0.42
2204907,1991,0.221,0.063,0.519,0.328
2205003,1991,0.196,0.043,0.482,0.361
2205102,1991,0.307,0.126,0.62,0.369
2205151,1991,0.176,0.025,0.583,0.372
2205201,1991,0.278,0.09,0.571,0.42
2205250,1991,0.247,0.078,0.594,0.325
2205276,1991,0.215,0.05,0.54,0.367
2205300,1991,0.368,0.17,0.626,0.468
2205359,1991,0.151,0.018,0.563,0.34
2205409,1991,0.224,0.058,0.522,0.369
2205458,1991,0.125,0.012,0.496,0.326
2205508,1991,0.273,0.091,0.564,0.397
2205516,1991,0.127,0.013,0.54,0.291
2205524,1991,0.227,0.079,0.548,0.27
2205532,1991,0.22,0.064,0.493,0.338
2205540,1991,0.315,0.14,0.601,0.372
2205557,1991,0.226,0.062,0.608,0.308
2205565,1991,0.173,0.027,0.519,0.372
2205573,1991,0.177,0.039,0.54,0.264
2205581,1991,0.298,0.106,0.608,0.411
2205599,1991,0.258,0.075,0.583,0.393
2205607,1991,0.367,0.175,0.624,0.453
2205706,1991,0.237,0.072,0.481,0.383
2205805,1991,0.277,0.12,0.445,0.399
2205854,1991,0.146,0.02,0.51,0.308
2205904,1991,0.321,0.176,0.565,0.333
2205953,1991,0.283,0.091,0.561,0.445
2206001,1991,0.334,0.161,0.609,0.381
2206050,1991,0.132,0.014,0.496,0.334
2206100,1991,0.277,0.102,0.565,0.37
2206209,1991,0.247,0.067,0.564,0.398
2206308,1991,0.324,0.123,0.608,0.453
2206357,1991,0.133,0.017,0.496,0.278
2206407,1991,0.323,0.153,0.608,0.361
2206506,1991,0.312,0.123,0.592,0.417
2206605,1991,0.3,0.108,0.574,0.436
2206654,1991,0.213,0.058,0.518,0.32
2206670,1991,0.173,0.03,0.496,0.345
2206696,1991,0.179,0.031,0.565,0.325
2206704,1991,0.268,0.092,0.587,0.355
2206720,1991,0.27,0.086,0.615,0.374
2206753,1991,0.256,0.077,0.56,0.388
2206803,1991,0.249,0.092,0.496,0.338
2206902,1991,0.277,0.097,0.57,0.385
2206951,1991,0.179,0.035,0.493,0.331
2207009,1991,0.328,0.129,0.595,0.458
2207108,1991,0.292,0.115,0.594,0.365
2207207,1991,0.251,0.09,0.44,0.4
2207306,1991,0.299,0.119,0.595,0.377
2207355,1991,0.189,0.041,0.584,0.282
2207405,1991,0.279,0.102,0.605,0.352
2207504,1991,0.234,0.067,0.594,0.323
2207553,1991,0.197,0.042,0.513,0.355
2207603,1991,0.295,0.119,0.548,0.392
2207702,1991,0.414,0.229,0.599,0.517
2207751,1991,0.199,0.044,0.54,0.331
2207777,1991,0.181,0.025,0.594,0.397
2207793,1991,0.175,0.031,0.509,0.34
2207801,1991,0.283,0.098,0.553,0.418
2207850,1991,0.261,0.073,0.583,0.417
2207900,1991,0.291,0.101,0.625,0.389
2207934,1991,0.198,0.046,0.558,0.301
2207959,1991,0.157,0.024,0.487,0.332
2208007,1991,0.427,0.225,0.627,0.55
2208106,1991,0.289,0.101,0.6,0.4
2208205,1991,0.271,0.088,0.583,0.388
2208304,1991,0.338,0.143,0.591,0.457
2208403,1991,0.357,0.161,0.627,0.452
2208502,1991,0.282,0.121,0.496,0.372
2208551,1991,0.264,0.093,0.565,0.351
2208601,1991,0.321,0.144,0.6,0.384
2208650,1991,0.182,0.035,0.474,0.363
2208700,1991,0.282,0.121,0.51,0.365
2208809,1991,0.322,0.138,0.581,0.415
2208858,1991,0.207,0.05,0.548,0.322
2208874,1991,0.143,0.018,0.496,0.326
2208908,1991,0.333,0.142,0.618,0.422
2209005,1991,0.314,0.117,0.617,0.428
2209104,1991,0.257,0.082,0.549,0.379
2209153,1991,0.182,0.035,0.57,0.304
2209203,1991,0.281,0.087,0.618,0.413
2209302,1991,0.328,0.165,0.574,0.374
2209351,1991,0.235,0.051,0.595,0.427
2209377,1991,0.202,0.045,0.523,0.348
2209401,1991,0.356,0.163,0.535,0.518
2209450,1991,0.324,0.175,0.528,0.368
2209500,1991,0.27,0.086,0.575,0.398
2209559,1991,0.25,0.078,0.558,0.36
2209609,1991,0.354,0.182,0.624,0.391
2209658,1991,0.143,0.02,0.474,0.308
2209708,1991,0.233,0.092,0.468,0.295
2209757,1991,0.229,0.063,0.51,0.376
2209807,1991,0.388,0.201,0.627,0.463
2209856,1991,0.25,0.073,0.549,0.392
2209872,1991,0.165,0.021,0.571,0.378
2209906,1991,0.226,0.067,0.54,0.318
2209955,1991,0.241,0.065,0.594,0.363
2209971,1991,0.18,0.037,0.506,0.31
2210003,1991,0.345,0.15,0.587,0.466
2210052,1991,0.156,0.021,0.528,0.344
2210102,1991,0.305,0.12,0.608,0.39
2210201,1991,0.286,0.1,0.582,0.402
2210300,1991,0.3,0.113,0.54,0.444
2210359,1991,0.258,0.068,0.606,0.415
2210375,1991,0.152,0.02,0.523,0.337
2210383,1991,0.285,0.103,0.591,0.382
2210391,1991,0.199,0.047,0.519,0.323
2210409,1991,0.228,0.063,0.54,0.349
2210508,1991,0.339,0.154,0.627,0.404
2210607,1991,0.394,0.185,0.671,0.492
2210623,1991,0.199,0.051,0.548,0.281
2210631,1991,0.219,0.068,0.565,0.272
2210656,1991,0.241,0.06,0.592,0.396
2210706,1991,0.273,0.082,0.563,0.443
2210805,1991,0.341,0.13,0.626,0.489
2210904,1991,0.27,0.091,0.539,0.401
2210938,1991,0.196,0.031,0.582,0.415
2210953,1991,0.154,0.022,0.493,0.335
2210979,1991,0.303,0.126,0.549,0.401
2211001,1991,0.509,0.308,0.708,0.606
2211100,1991,0.299,0.11,0.594,0.408
2211209,1991,0.294,0.097,0.592,0.441
2211308,1991,0.394,0.211,0.591,0.492
2211357,1991,0.168,0.028,0.493,0.343
2211407,1991,0.318,0.141,0.564,0.405
2211506,1991,0.189,0.047,0.477,0.299
2211605,1991,0.15,0.018,0.47,0.397
2211704,1991,0.13,0.016,0.493,0.277
2300101,1991,0.286,0.103,0.6,0.377
2300150,1991,0.349,0.179,0.537,0.443
2300200,1991,0.277,0.089,0.534,0.449
2300309,1991,0.254,0.077,0.514,0.413
2300408,1991,0.256,0.081,0.574,0.36
2300507,1991,0.285,0.122,0.49,0.386
2300606,1991,0.288,0.122,0.512,0.381
2300705,1991,0.304,0.097,0.661,0.438
2300754,1991,0.241,0.062,0.619,0.366
2300804,1991,0.309,0.129,0.561,0.409
2300903,1991,0.274,0.104,0.522,0.378
2301000,1991,0.327,0.126,0.59,0.469
2301109,1991,0.371,0.184,0.578,0.481
2301208,1991,0.319,0.144,0.537,0.418
2301257,1991,0.201,0.044,0.579,0.318
2301307,1991,0.25,0.079,0.537,0.368
2301406,1991,0.288,0.088,0.643,0.423
2301505,1991,0.275,0.103,0.574,0.351
2301604,1991,0.271,0.093,0.54,0.398
2301703,1991,0.294,0.106,0.556,0.431
2301802,1991,0.323,0.193,0.503,0.347
2301851,1991,0.286,0.103,0.587,0.385
2301901,1991,0.381,0.175,0.663,0.476
2301950,1991,0.31,0.121,0.566,0.436
2302008,1991,0.286,0.095,0.63,0.392
2302057,1991,0.192,0.04,0.493,0.358
2302107,1991,0.368,0.2,0.537,0.463
2302206,1991,0.283,0.087,0.611,0.428
2302305,1991,0.26,0.085,0.493,0.418
2302404,1991,0.296,0.115,0.573,0.392
2302503,1991,0.363,0.155,0.618,0.498
2302602,1991,0.305,0.127,0.512,0.437
2302701,1991,0.314,0.113,0.617,0.446
2302800,1991,0.302,0.107,0.587,0.439
2302909,1991,0.277,0.086,0.609,0.408
2303006,1991,0.287,0.101,0.572,0.408
2303105,1991,0.269,0.083,0.572,0.412
2303204,1991,0.245,0.08,0.503,0.365
2303303,1991,0.26,0.069,0.623,0.408
2303402,1991,0.25,0.075,0.545,0.38
2303501,1991,0.318,0.119,0.609,0.443
2303600,1991,0.266,0.075,0.574,0.439
2303659,1991,0.249,0.075,0.579,0.356
2303709,1991,0.411,0.217,0.632,0.507
2303808,1991,0.373,0.183,0.579,0.491
2303907,1991,0.274,0.108,0.493,0.388
2303931,1991,0.246,0.077,0.522,0.371
2303956,1991,0.253,0.065,0.566,0.442
2304004,1991,0.302,0.104,0.62,0.427
2304103,1991,0.36,0.158,0.617,0.478
2304202,1991,0.444,0.267,0.613,0.533
2304236,1991,0.214,0.054,0.527,0.344
2304251,1991,0.268,0.076,0.578,0.437
2304269,1991,0.264,0.084,0.532,0.41
2304277,1991,0.291,0.099,0.6,0.415
2304285,1991,0.377,0.18,0.577,0.516
2304301,1991,0.308,0.142,0.503,0.41
2304350,1991,0.314,0.119,0.594,0.437
2304400,1991,0.546,0.367,0.683,0.65
2304459,1991,0.276,0.093,0.548,0.414
2304509,1991,0.326,0.139,0.58,0.428
2304608,1991,0.261,0.078,0.573,0.399
2304657,1991,0.149,0.018,0.572,0.319
2304707,1991,0.25,0.073,0.531,0.402
2304806,1991,0.266,0.109,0.503,0.344
2304905,1991,0.355,0.177,0.594,0.424
2304954,1991,0.333,0.131,0.652,0.432
2305001,1991,0.301,0.112,0.574,0.424
2305100,1991,0.326,0.131,0.643,0.413
2305209,1991,0.25,0.072,0.579,0.374
2305233,1991,0.311,0.107,0.597,0.47
2305266,1991,0.272,0.102,0.531,0.373
2305308,1991,0.284,0.102,0.59,0.379
2305332,1991,0.306,0.124,0.598,0.385
2305357,1991,0.301,0.097,0.578,0.488
2305407,1991,0.299,0.107,0.579,0.431
2305506,1991,0.394,0.182,0.63,0.534
2305605,1991,0.326,0.136,0.617,0.413
2305654,1991,0.157,0.018,0.579,0.373
2305704,1991,0.329,0.155,0.578,0.399
2305803,1991,0.318,0.119,0.63,0.428
2305902,1991,0.241,0.065,0.546,0.395
2306009,1991,0.323,0.139,0.589,0.411
2306108,1991,0.314,0.138,0.572,0.394
2306207,1991,0.346,0.188,0.548,0.403
2306256,1991,0.32,0.121,0.596,0.456
2306306,1991,0.354,0.17,0.567,0.46
2306405,1991,0.332,0.136,0.662,0.405
2306504,1991,0.318,0.141,0.597,0.383
2306553,1991,0.249,0.064,0.578,0.416
2306603,1991,0.208,0.049,0.512,0.36
2306702,1991,0.305,0.105,0.648,0.419
2306801,1991,0.361,0.157,0.648,0.462
2306900,1991,0.37,0.168,0.648,0.464
2307007,1991,0.355,0.157,0.638,0.448
2307106,1991,0.304,0.111,0.635,0.4
2307205,1991,0.327,0.146,0.609,0.392
2307254,1991,0.189,0.03,0.535,0.421
2307304,1991,0.419,0.225,0.613,0.533
2307403,1991,0.246,0.07,0.561,0.379
2307502,1991,0.336,0.149,0.605,0.419
2307601,1991,0.433,0.247,0.666,0.493
2307635,1991,0.287,0.109,0.587,0.371
2307650,1991,0.42,0.23,0.649,0.495
2307700,1991,0.369,0.179,0.604,0.466
2307809,1991,0.306,0.13,0.531,0.416
2307908,1991,0.275,0.109,0.493,0.386
2308005,1991,0.298,0.099,0.572,0.466
2308104,1991,0.278,0.089,0.629,0.383
2308203,1991,0.306,0.131,0.569,0.386
2308302,1991,0.327,0.134,0.615,0.423
2308351,1991,0.282,0.11,0.586,0.347
2308377,1991,0.269,0.098,0.572,0.346
2308401,1991,0.302,0.112,0.587,0.42
2308500,1991,0.269,0.086,0.555,0.408
2308609,1991,0.306,0.138,0.579,0.358
2308708,1991,0.335,0.129,0.664,0.44
2308807,1991,0.323,0.14,0.58,0.414
2308906,1991,0.296,0.13,0.512,0.389
2309003,1991,0.291,0.111,0.572,0.39
2309102,1991,0.342,0.137,0.653,0.447
2309201,1991,0.313,0.132,0.583,0.399
2309300,1991,0.324,0.13,0.591,0.442
2309409,1991,0.284,0.094,0.597,0.407
2309458,1991,0.278,0.105,0.566,0.362
2309508,1991,0.366,0.196,0.579,0.431
2309607,1991,0.355,0.15,0.597,0.501
2309706,1991,0.385,0.186,0.645,0.476
2309805,1991,0.345,0.143,0.643,0.446
2309904,1991,0.384,0.177,0.594,0.537
2310001,1991,0.31,0.133,0.638,0.35
2310100,1991,0.352,0.145,0.653,0.461
2310209,1991,0.34,0.155,0.556,0.456
2310258,1991,0.357,0.164,0.596,0.467
2310308,1991,0.304,0.105,0.625,0.43
2310407,1991,0.231,0.059,0.556,0.377
2310506,1991,0.247,0.073,0.532,0.388
2310605,1991,0.401,0.255,0.618,0.41
2310704,1991,0.307,0.132,0.522,0.419
2310803,1991,0.296,0.116,0.61,0.365
2310852,1991,0.318,0.122,0.588,0.447
2310902,1991,0.292,0.105,0.593,0.399
2310951,1991,0.241,0.069,0.548,0.368
2311009,1991,0.199,0.039,0.548,0.368
2311108,1991,0.296,0.107,0.583,0.416
2311207,1991,0.304,0.117,0.605,0.398
2311231,1991,0.251,0.068,0.61,0.381
2311264,1991,0.24,0.077,0.594,0.301
2311306,1991,0.383,0.19,0.611,0.484
2311355,1991,0.258,0.067,0.579,0.442
2311405,1991,0.356,0.155,0.627,0.464
2311504,1991,0.33,0.127,0.638,0.443
2311603,1991,0.349,0.168,0.597,0.425
2311702,1991,0.298,0.099,0.63,0.423
2311801,1991,0.398,0.195,0.641,0.504
2311900,1991,0.223,0.064,0.493,0.353
2311959,1991,0.189,0.037,0.559,0.328
2312007,1991,0.314,0.137,0.54,0.419
2312106,1991,0.302,0.116,0.583,0.406
2312205,1991,0.281,0.1,0.579,0.384
2312304,1991,0.289,0.107,0.547,0.411
2312403,1991,0.325,0.142,0.556,0.435
2312502,1991,0.399,0.215,0.638,0.464
2312601,1991,0.365,0.186,0.548,0.478
2312700,1991,0.371,0.198,0.532,0.485
2312809,1991,0.249,0.066,0.598,0.391
2312908,1991,0.406,0.218,0.594,0.516
2313005,1991,0.309,0.124,0.586,0.405
2313104,1991,0.362,0.148,0.638,0.501
2313203,1991,0.241,0.063,0.579,0.384
2313252,1991,0.21,0.06,0.561,0.276
2313302,1991,0.338,0.137,0.637,0.442
2313351,1991,0.253,0.08,0.568,0.358
2313401,1991,0.341,0.141,0.588,0.477
2313500,1991,0.291,0.102,0.619,0.391
2313559,1991,0.298,0.121,0.597,0.366
2313609,1991,0.331,0.143,0.574,0.44
2313708,1991,0.265,0.112,0.503,0.331
2313757,1991,0.275,0.108,0.493,0.391
2313807,1991,0.344,0.154,0.597,0.442
2313906,1991,0.235,0.059,0.58,0.378
2313955,1991,0.351,0.153,0.63,0.45
2314003,1991,0.307,0.131,0.579,0.381
2314102,1991,0.235,0.058,0.578,0.385
2400109,1991,0.43,0.247,0.643,0.5
2400208,1991,0.399,0.208,0.596,0.514
2400307,1991,0.343,0.173,0.562,0.415
2400406,1991,0.309,0.127,0.526,0.44
2400505,1991,0.33,0.128,0.605,0.464
2400604,1991,0.387,0.229,0.575,0.439
2400703,1991,0.373,0.191,0.601,0.451
2400802,1991,0.401,0.222,0.648,0.447
2400901,1991,0.294,0.109,0.585,0.397
2401008,1991,0.357,0.173,0.579,0.453
2401107,1991,0.415,0.231,0.601,0.513
2401206,1991,0.329,0.153,0.528,0.44
2401305,1991,0.263,0.092,0.497,0.398
2401404,1991,0.37,0.19,0.596,0.449
2401453,1991,0.285,0.102,0.523,0.434
2401503,1991,0.25,0.073,0.543,0.392
2401602,1991,0.255,0.083,0.548,0.364
2401651,1991,0.136,0.015,0.509,0.329
2401701,1991,0.356,0.164,0.638,0.432
2401800,1991,0.337,0.154,0.58,0.428
2401859,1991,0.326,0.159,0.542,0.402
2401909,1991,0.274,0.117,0.485,0.361
2402006,1991,0.499,0.316,0.693,0.567
2402105,1991,0.345,0.178,0.543,0.424
2402204,1991,0.306,0.133,0.506,0.427
2402303,1991,0.328,0.164,0.515,0.419
2402402,1991,0.439,0.261,0.668,0.484
2402501,1991,0.352,0.17,0.554,0.464
2402600,1991,0.355,0.168,0.568,0.468
2402709,1991,0.308,0.15,0.499,0.392
2402808,1991,0.329,0.158,0.609,0.369
2402907,1991,0.263,0.101,0.526,0.341
2403004,1991,0.412,0.223,0.616,0.509
2403103,1991,0.47,0.29,0.659,0.544
2403202,1991,0.33,0.184,0.526,0.372
2403251,1991,0.472,0.272,0.668,0.578
2403301,1991,0.333,0.172,0.555,0.386
2403400,1991,0.35,0.161,0.616,0.434
2403509,1991,0.273,0.104,0.497,0.392
2403608,1991,0.379,0.192,0.591,0.48
2403707,1991,0.336,0.155,0.513,0.477
2403756,1991,0.31,0.172,0.491,0.354
2403806,1991,0.351,0.173,0.592,0.424
2403905,1991,0.341,0.188,0.525,0.403
2404002,1991,0.358,0.201,0.581,0.392
2404101,1991,0.303,0.119,0.554,0.424
2404200,1991,0.32,0.129,0.545,0.465
2404309,1991,0.337,0.164,0.515,0.454
2404408,1991,0.33,0.131,0.603,0.457
2404507,1991,0.344,0.142,0.596,0.479
2404606,1991,0.246,0.067,0.535,0.414
2404705,1991,0.307,0.141,0.512,0.4
2404804,1991,0.429,0.258,0.616,0.497
2404853,1991,0.3,0.122,0.536,0.412
2404903,1991,0.408,0.232,0.605,0.483
2405009,1991,0.341,0.183,0.553,0.391
2405108,1991,0.272,0.105,0.481,0.397
2405207,1991,0.339,0.177,0.528,0.417
2405306,1991,0.31,0.132,0.535,0.422
2405405,1991,0.301,0.128,0.547,0.389
2405504,1991,0.303,0.117,0.562,0.423
2405603,1991,0.387,0.17,0.661,0.516
2405702,1991,0.416,0.231,0.617,0.505
2405801,1991,0.34,0.146,0.592,0.456
2405900,1991,0.234,0.059,0.573,0.378
2406007,1991,0.309,0.137,0.569,0.378
2406106,1991,0.303,0.113,0.545,0.453
2406155,1991,0.233,0.061,0.552,0.375
2406205,1991,0.3,0.134,0.512,0.395
2406304,1991,0.236,0.062,0.576,0.37
2406403,1991,0.321,0.149,0.52,0.428
2406502,1991,0.302,0.141,0.511,0.384
2406601,1991,0.29,0.107,0.562,0.405
2406700,1991,0.351,0.189,0.502,0.454
2406809,1991,0.34,0.166,0.614,0.387
2406908,1991,0.4,0.256,0.573,0.436
2407005,1991,0.319,0.133,0.604,0.404
2407104,1991,0.368,0.183,0.568,0.478
2407203,1991,0.405,0.213,0.596,0.525
2407252,1991,0.299,0.126,0.587,0.361
2407302,1991,0.261,0.093,0.525,0.365
2407401,1991,0.371,0.199,0.585,0.437
2407500,1991,0.323,0.141,0.51,0.47
2407609,1991,0.377,0.255,0.506,0.415
2407708,1991,0.294,0.117,0.491,0.442
2407807,1991,0.327,0.134,0.61,0.427
2407906,1991,0.322,0.135,0.614,0.401
2408003,1991,0.47,0.286,0.648,0.559
2408102,1991,0.572,0.407,0.693,0.663
2408201,1991,0.362,0.162,0.562,0.523
2408300,1991,0.327,0.141,0.545,0.453
2408409,1991,0.347,0.169,0.584,0.424
2408508,1991,0.394,0.213,0.617,0.466
2408607,1991,0.317,0.153,0.543,0.384
2408706,1991,0.332,0.169,0.497,0.437
2408805,1991,0.238,0.073,0.491,0.377
2408904,1991,0.431,0.253,0.659,0.479
2408953,1991,0.275,0.091,0.509,0.447
2409100,1991,0.336,0.173,0.536,0.41
2409209,1991,0.368,0.199,0.638,0.394
2409308,1991,0.388,0.218,0.575,0.465
2409332,1991,0.237,0.066,0.535,0.379
2409407,1991,0.447,0.24,0.659,0.563
2409506,1991,0.268,0.093,0.509,0.406
2409605,1991,0.279,0.102,0.499,0.425
2409704,1991,0.289,0.111,0.522,0.418
2409803,1991,0.299,0.097,0.617,0.445
2409902,1991,0.377,0.231,0.497,0.466
2410009,1991,0.332,0.14,0.567,0.463
2410108,1991,0.295,0.105,0.592,0.414
2410207,1991,0.326,0.168,0.532,0.388
2410256,1991,0.236,0.055,0.536,0.445
2410306,1991,0.305,0.121,0.555,0.421
2410405,1991,0.286,0.122,0.499,0.386
2410504,1991,0.405,0.26,0.592,0.433
2410603,1991,0.375,0.252,0.525,0.398
2410702,1991,0.321,0.146,0.55,0.411
2410801,1991,0.303,0.164,0.535,0.318
2410900,1991,0.309,0.129,0.61,0.376
2411007,1991,0.33,0.158,0.592,0.384
2411056,1991,0.316,0.136,0.569,0.409
2411106,1991,0.208,0.054,0.527,0.315
2411205,1991,0.394,0.22,0.597,0.465
2411403,1991,0.275,0.114,0.502,0.362
2411429,1991,0.366,0.187,0.616,0.426
2411502,1991,0.356,0.158,0.61,0.467
2411601,1991,0.327,0.153,0.542,0.421
2411700,1991,0.34,0.167,0.603,0.39
2411809,1991,0.35,0.153,0.604,0.463
2411908,1991,0.333,0.143,0.567,0.456
2412005,1991,0.395,0.211,0.599,0.486
2412104,1991,0.417,0.218,0.661,0.504
